"","artist","song","text"
"869","Yo Gotti","Shake It","[Verse 1]  
Down here Memphis no hanky panky  
And we ride whips on twanky twanky's  
Thugged out club scene dranky dranky  
That cristy cristy til' we faint'n faint'n  
Aaaaayyyyyyy!  
And they run to the dance floor  
All shape sizes from dime to zero  
I'm not Captain Kurt or Captain Nero  
I'm just trying to get you and your friend to G-O  
Then I dream voices hit my ski-lo  
T-shirt, head band, tech-marino  
Old school throw back Memphis sho-bo  
Lorenzo jersey to hide the 4-O  
Shawty, Cree-o and she know Judo  
She say she got some green that will send me to Pluto  
Sorry mommy ya boy don't smizzo  
But you can let your boy burn brain in the G-4  
[Chorus: repeat 2X]  
Aaaaaaayyyyyyyyy!  
Shake it mommy  
Girl tell me where you get that from  
Put it on me  
Alright (alright)  
[verse 2]  
I'm like me burning drink but me at the bar and uuhhh...  
Me from the hood but me is a star and uuhhh...  
You looking right and we can go far if uuhhh...  
Ya don't mind spending time with a hustlah  
Yo gotti, M down, Lil' Monster and  
You get it right how bout you be his wifey and  
We cock whips move bricks in a mini van  
Take trips to Hawaii to hula dance  
Aaaaayyyyyyy!  
She back in Philippines  
Aaaaayyyyyyy!  
Looking right in them Gucci jeans  
She bounce she turn she drop it low  
And I look like damn! This bitch is cold  
The monastery monora whatever hoe  
Look I'm from Memphis ain't seen that shit before  
Down here they twerk and shake it fast  
But we love it 'cause we watch her crip her ass  
[Chorus]

"
"870","Nat King Cole","A Cradle In Bethlehem","A Cradle In Bethlehem  
  
Sing sweet and low your lullaby  
till angels say, ""Amen.""  
A mother tonight is rocking a cradle in Bethlehem  
while wise men follow through the dark a star that beckons them.  
A mother tonight is rocking a cradle in Bethlehem.  
""A little child shall lead them,"" the prophets said of old.  
In storm and tempest keep 'em until the bells is tolled.  
Sing sweet and low your lullaby  
till angels say, ""Amen.""  
A mother tonight is rocking a cradle in Bethlehem.  
choir  
Sing sweet and low your lullaby.  
  
A mother tonight is rocking a cradle in Bethlehem.

"
"871","Europe","Carrie2","When lights go down  
I see no reason  
For you to cry  
We've been througth this before  
In every time, in every season  
God knows I've tried  
So please don't ask for more  
Can you see it in my eyes  
That this might be our last Good Bye  
Carrie, Carrie  
Things they change my friend  
Carrie, Carrie  
Maybe will meet Again, Somewhere, Again  
I read your mind with no intention  
I feel unkind, I wish I could explain  
It all takes time, oh lot of passion  
If is a crime how can I feel no pain  
Can you see it in my eyes  
That this might be our last good bye  
Carrie Carrie  
Things they change my friend  
Carrie Carrie  
Maybe will meet Again  
Can you see it my eyes  
That this might be our last good bye  
Carrie carrie  
Things that change Carrie Carrie Carrie  
Maybe will meet again, somewhere, again  
When Lights go Down

"
"872","Santana","Watch Your Step","You better take it easy baby  
Before you go away  
You did me dirty  
You'll get yours one day  
  
Chorus:  
You better  
Watch your step...  
Talkin' about you  
Watch your step...  
You better  
Watch your step...  
  
Keep your eyes open wide  
'Cause you'll be hurtin' down inside  
  
You better leave me all your money  
Before you go away  
Don't think I'm funny honey  
All I've got to say  
  
Chorus  
  
'Cause when you took your love  
from me  
You left me full of misery  
I'm gonna be all right  
  
Chorus  
  
When you need me by your side  
I'm gonna say go somewhere and hide  
Watch your step...  
You better watch out baby  
everything you do  
I'm gonna keep my eyes focused,  
right on you  
You better walk right baby  
There's just one thing I know  
You better watch your step...  
When you need me by your side  
I'm gonna say go somewhere and hide

"
"873","Chaka Khan","Sharing The Love","Take it from me, I've had the experience  
Finding the right love ain't easy to do  
I've been looking and looking and searching around since  
Nature started teching me just what to do  
  
I can feel it bubbling up  
All this love needs somewhere to live  
Come and take a drink from my cup  
I have a heart with so much to give  
  
All the love is here so take it  
Darlin' you know we can make it  
  
Chorus:  
I knew the minute I saw you  
You were the one who'd be  
Sharin' the love  
I have the feeling inside me  
You'll be beside me  
Sharin' the love  
  
I never believed in love at first sight  
It's a foolish dreamer's fantasy  
But one look at you showed me the light  
And made a foolish dreamer of me  
  
I can feel it bubbling up  
All this love needs somewhere to live  
Come and take a drink from my cup  
I have a heart with so much to give  
  
All the love is here so take it  
It would be a sin to waste it  
  
Chorus

"
"874","Kid Rock","Rebel Soul","I feel world is cheatin'  
My heart is barely beatin'  
Like alone wolf in the pack  
  
No one to believe in  
Tryin' to fight these demons  
Where I'm going's where I'm at  
  
Like high plains drifters  
And midnight misters  
Dancin' with the devil's rock n roll  
Dirt poor playboys  
And drug store cowboys  
Hey, rebel soul  
  
I've been a man of reason  
Only to end up even  
I've paid the price of givin' back  
  
Low down and double dealing  
Up on the mountain kneeling  
I fell your love is just a trap  
  
Like high plains drifters  
And midnight misters  
Siftin' though the devil's pot o' gold  
Dirt poor playboys  
And drug store cowboys  
Hey, rebel soul  
Rebel soul  
  
I feel just like I'm trapped by nighttime  
I sleep with one eye open in the day  
I've walked the wrong way but I've walked a long way  
  
Hey, rebel soul  
  
Touched by the hand of treason  
I'm through with not believin'  
I'm leavin' town my bags are packed  
  
And if you feel the need when  
You finally find your feelings  
You'll know just where to find me at  
  
With high plains drifters  
And midnight misters  
Dancin' with the devil's rock n roll  
Dirt poor playboys  
And drug store cowboys  
Hey, rebel soul  
Rebel soul  
Rebel soul  
Oh, rebel soul  
Rebel soul  
Rebel soul  
Rebel soul  
Oh, rebel soul

"
"875","Paul McCartney","Back In The Ussr","Flew in from Miami Beach BOAC  
Didn't get to bed last night  
On the way the paper bag was on my knee  
Man I had a dreadful flight  
I'm back in the U.S.S.R.  
You don't know how lucky you are boy  
Back in the U.S.S.R.  
  
Been away so long I hardly knew the place  
Gee it's good to be back home  
Leave it till tomorrow to unpack my case  
Honey disconnect the phone  
I'm back in the U.S.S.R.  
You don't know how lucky you are boy  
Back in the U.S.S.R.  
  
Well the Ukraine girls really knock me out  
They leave the West behind  
And Moscow girls make me sing and shout  
That Georgia's always on my mind.  
  
I'm back in the U.S.S.R.  
You don't know how lucky you are boys  
Back in the U.S.S.R.  
  
Show me round your snow peaked mountains way down south  
Take me to your daddy's farm  
Let me hear your balalaika's ringing out  
Come and keep your comrade warm.  
I'm back in the U.S.S.R.  
You don't know how lucky you are boys  
Back in the U.S.S.R.

"
"876","Van Morrison","Drumshanbo Hustle","Lord have mercy! Feel so good  
I think I'm gonna work  
  
I was talking to the judge, just before we left the countryside  
Piece of paper in his hand, tryin' to find the way  
Tryin' to rip it out, well now I've got it all around  
Tore the pages up before they brought the curtain down  
  
I remember the day, the ""Drumshanbo Hustle""  
When you couldn't hear a bird, it was making not a sound  
They were trying to muscle in, an easy way to bring the money in  
You were puking up your guts  
When you looked at the standard contract you just signed  
  
Prostitution on the run, 'cepting when it was soliciting  
Tryin' to drain them all dry, got hung up by the rope  
Magazines and books, clearly undefinable  
Wiped the clean slate, and pulled the rug from underneath her feet  
  
I remember the day, the ""Drumshanbo Hustle""  
When you couldn't hear no birds, 'cause they were making not a sound  
They were trying to muscle in, the recording and the publishing  
You were puking up your guts  
When you read the standard contract you just signed, alright!  
  
New York hooker by the neck, reads your Tarot cards and astronomy  
Hey, I want to get your stars but don't know your sign  
It was taking time to get the message through to it  
But will hand down shake you one, and a letter five ""T"" rhyme  
No sign poker  
  
Oh, remember the day, the 'Drumshanbo Hustle'  
Couldn't hear a bird, Lord, you couldn't hear no sound  
They were trying to muscle in  
On the gigs and the recording and the publishing  
You were puking up your guts  
When you read the standard contract you just signed  
You were puking up your guts  
When you read the standard contract that you signed  
You were puking up your guts  
When you read the standard contract you just signed

"
"877","David Allan Coe","Rose Knows","I told you from the start I couldn't give you my heart it belonged to someone
else  
I tried like hell but still we fell I guess we could not help ourselves  
You sure felt good in my world little girl but it's time to draw the line  
Cause there's a lady who's mine and she's not the kind to just die upon the
vine  
Rose knows something's going on Rose knows she's spending too much time alone  
I suppose better get myself back home Rose knows something's going on  
  
I'd love to stay here and lay down with you dear and hold you one more time  
I wish it could be but unfortunately I've got roses on my mind  
Rose knows something's going on  
Rose knows something's going on

"
"878","Linkin Park","Robot Boy","You say you're not gonna fight  
'Cause no one will fight for you  
And you think there's not enough love  
And no one to give it to  
And you're sure you've hurt for so long  
You've got nothing left to lose  
So you say you're not gonna fight  
'Cause no one will fight for you  
  
You say the weight of the world  
Has kept you from letting go  
And you think compassion's a flaw  
And you'll never let it show  
And you're sure you've hurt in a way  
That no one will ever know  
  
But someday the weight of the world  
Will give you the strength to go  
  
Hold on, the weight of the world  
Will give you the strength to go  
So hold on, the weight of the world  
Will give you the strength to go  
So hold on, the weight of the world  
Will give you the strength to go  
Just hold, on the weight of the world  
Will give you the strength to go

"
